"polygon_id","B_mean","G_mean","R_mean","RE_mean","NIR_mean","TIR_mean","B_median","G_median","R_median","RE_median","NIR_median","TIR_median","B_sd","G_sd","R_sd","RE_sd","NIR_sd","TIR_sd","B_min","G_min","R_min","RE_min","NIR_min","TIR_min","B_max","G_max","R_max","RE_max","NIR_max","TIR_max","date","image_name"
1,0.0165286551228177,0.0321661861344344,0.0194979393841433,0.0715870358038043,0.163940330859688,22.5563745425996,0.0171662764623761,0.0333198551088572,0.0197294354438782,0.0735799297690392,0.167501345276833,22.6000003814697,0.00452554284337698,0.00861095153015072,0.00534290395465709,0.0200645275188607,0.0456933160566712,0.284424370363407,0.00444233836606145,0.00882297474890947,0.005935899913311,0.0210970379412174,0.0477060303092003,21.9200000762939,0.0300169065594673,0.053735539317131,0.0391582809388638,0.125063225626945,0.272696912288666,23.3700008392334,2024-06-13,"20240613_lens_Ortho.tif"
2,0.0154041156067721,0.0335268709417603,0.0193418814373267,0.0799688008368608,0.189826647759533,22.3533767771068,0.0151869943365455,0.0336821228265762,0.018812901340425,0.0809443332254887,0.193458639085293,22.4799938201904,0.00342627277535459,0.00608386843599942,0.0050748095359586,0.0144359227668955,0.0300755741947856,0.359552255718166,0.00559314992278814,0.0106113292276859,0.00780597422271967,0.0260406509041786,0.0793104693293571,21.4300003051758,0.0443841889500618,0.0591749846935272,0.0638400167226791,0.124417528510094,0.265241265296936,23.0499992370605,2024-06-13,"20240613_lens_Ortho.tif"
1,0.0189372937296744,0.0372431762530992,0.0218208433941083,0.0825894801888164,0.198194606801848,26.0721039580586,0.0184022318571806,0.0367890074849129,0.0211524162441492,0.0831968933343887,0.201060950756073,26.1499977111816,0.0057322225212591,0.0101647797057473,0.00743239212347961,0.0212795401941818,0.0448654710545379,0.269770310269513,0.00583886681124568,0.0117836706340313,0.00533792423084378,0.020265381783247,0.0560022704303265,25.3700008392334,0.0391340851783752,0.0656590163707733,0.066647581756115,0.147129833698273,0.318384528160095,26.6000003814697,2024-06-24,"20240624_lens_Ortho.tif"
2,0.0139634782511744,0.0329660760645854,0.0166635537393385,0.0817545673145134,0.206546302868416,25.47351594721,0.013670758344233,0.0339400097727776,0.0161246508359909,0.0818815641105175,0.202344551682472,25.1800003051758,0.00485813152109173,0.00868260269723137,0.00627562436644145,0.0215617549053607,0.0543566549768266,1.03875782454346,0.00177099218126386,0.00405281502753496,0.00248698401264846,0.0137668382376432,0.0403167754411697,24.3500099182129,0.0419361181557178,0.0664055049419403,0.0841042399406433,0.139539822936058,0.351260364055634,32.2400016784668,2024-06-24,"20240624_lens_Ortho.tif"
1,0.0205293550795308,0.0391160602504994,0.0226865728128117,0.0851087493326008,0.19780176510847,25.3131183296971,0.020862921141088,0.0396263543516397,0.022618186660111,0.0861272253096104,0.20118061453104,25.3099994659424,0.00490861084008079,0.00932395079341395,0.00657516610885629,0.0224797467042528,0.0544604335855163,0.170776597016098,0.00494935782626271,0.0100917853415012,0.00513023277744651,0.0210520569235086,0.0569204390048981,24.540002822876,0.037246685475111,0.0627127587795258,0.0527872890233994,0.142377659678459,0.319448739290237,25.7199993133545,2024-07-04,"20240704_lens_Ortho.tif"
2,0.0154325965439496,0.0322721778628502,0.0171193543404592,0.0765361392772072,0.195480142891398,25.3184975934,0.0157283190637827,0.0332060698419809,0.0171785289421678,0.0796025134623051,0.201755195856094,25.2900009155273,0.00412585312055266,0.00821064347962348,0.0052901787734437,0.0200716305433136,0.0465547431840086,0.30440882542977,0.00328922481276095,0.00501877535134554,0.00202376744709909,0.0130024692043662,0.0573104433715343,24.4700012207031,0.0281897597014904,0.0525915622711182,0.043414831161499,0.124005809426308,0.308195739984512,26.4599933624268,2024-07-04,"20240704_lens_Ortho.tif"
1,0.0155618459811906,0.0305991609881138,0.0159722536985601,0.0689348465581454,0.182846625256174,26.8325957668516,0.0157018220052123,0.0310939699411392,0.0158817190676928,0.0701301097869873,0.185149326920509,26.8199996948242,0.00483087266126357,0.00847910464411995,0.00586376152310763,0.0235440667277785,0.0616086586467111,0.116740889496348,0.00482835154980421,0.0114422701299191,0.00364950462244451,0.0186356604099274,0.0549523048102856,26.5499992370605,0.0324038006365299,0.0548136010766029,0.0501571781933308,0.136057376861572,0.332768976688385,27.2199993133545,2024-07-11,"20240711_lens_Ortho.tif"
2,0.0172993101938903,0.0365786292336204,0.0189980292022174,0.0865386855615166,0.239443746778958,27.4245107791124,0.0170258842408657,0.0362510606646538,0.0179521702229977,0.0872940942645073,0.242690116167068,27.4699993133545,0.00404474704177784,0.00637913431545578,0.00605236844060624,0.0155453242642507,0.0378772673858687,0.259143960697447,0.00627681985497475,0.0184631869196892,0.00713479053229094,0.0379468165338039,0.0853768140077591,26.9699993133545,0.0417479984462261,0.0706282556056976,0.077049195766449,0.138946026563644,0.341752141714096,28.8099803924561,2024-07-11,"20240711_lens_Ortho.tif"
1,0.0108567051672273,0.0209596776623752,0.013213385275772,0.0457048695110199,0.116830253421314,30.7369839429098,0.0106274173595011,0.020520037971437,0.012634162325412,0.044975271448493,0.10931721329689,30.6900005340576,0.00526413952755063,0.00904701670016284,0.00763773110597361,0.0210018761604289,0.0527828658552228,0.751116404465493,0.0015951581299305,0.00418040715157986,0.00159843661822379,0.0063130296766758,0.0197993963956833,28.7100124359131,0.0274536535143852,0.0489041544497013,0.0558547005057335,0.113582171499729,0.273179948329926,32.6899604797363,2024-07-19,"20240719_lens_Ortho.tif"
2,0.0214105269702999,0.0419657694986269,0.022176202949441,0.0918420407121094,0.235254363292971,30.5186025381088,0.0229132380336523,0.0454600509256124,0.0241163121536374,0.0997782275080681,0.257026836276054,30.4300003051758,0.00764233053240088,0.0143569213821355,0.00795682772310994,0.0332478600623797,0.0812751382857943,0.285369146398927,0.00303522869944572,0.00762844597920775,0.00246327416971326,0.0121159143745899,0.0327000468969345,29.9799995422363,0.0410827919840813,0.0811045169830322,0.0411883778870106,0.162146329879761,0.38895371556282,31.4899940490723,2024-07-19,"20240719_lens_Ortho.tif"
